call_id,customer_id,agent_id,ani_hash,dnis,channel,queue_name,start_time,talk_seconds,hold_seconds,disposition_code,wrap_seconds
CALL-00000059,CUST-00059,AGT-0019,d1e3ad321ba0682009507d3ce4af7aa75ec34beb86a84f2c3c074ef339a5bc35,18885550100,chat,BILLING-Q,2026-08-01 18:38:00 UTC,814,46,ANSWERED,20
CALL-00000060,CUST-00060,,3bd1e02410af14544dc8a3fb9e97aa845668f7894c2d04457a44f149fc6ab589,18885550200,callback,TECH-Q,2026-08-01 18:49:00 UTC,0,0,ABANDONED,0
CALL-00000061,CUST-00061,AGT-0021,a3f83148121b1d4035e4fec5815d99f83555c408024f0868bc90076f34d807c3,18005551234,voice,SALES-Q,2026-08-01 19:00:00 UTC,840,0,TRANSFER,30
CALL-00000062,CUST-00062,,3b202d5942d06c1154947182bd083802e227b32b760af2fa478df690c4c5900a,18005555678,voice,SUPPORT-Q,2026-08-01 19:11:00 UTC,0,0,VOICEMAIL,0
CALL-00000063,CUST-00063,AGT-0023,d83da0c0179272fd27b49e06ab02ad5600a99b2093e96e5f216d71cebfe857a2,18885550100,voice,RETENTION-Q,2026-08-01 19:22:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000064,CUST-00064,AGT-0024,05e7f638e177c918f747b930ab50ba683b14ad2c282dd999133a5d6323529bd5,18885550200,chat,BILLING-Q,2026-08-01 19:33:00 UTC,879,81,ANSWERED,45
CALL-00000065,CUST-00065,AGT-0025,dca43fa90c46592704377728fa1a35ea04ad390af4592503d0423f2330a2b1c4,18005551234,callback,TECH-Q,2026-08-01 19:44:00 UTC,892,88,ANSWERED,50
CALL-00000066,CUST-00066,AGT-0026,355c3b60dbb64511387274a0e7ed786b00e1e31289e6aef2b4cd89d528fc15d5,18005555678,voice,SALES-Q,2026-08-01 19:55:00 UTC,905,95,ANSWERED,55
CALL-00000067,CUST-00067,,d0ff07ee2cccd90a53608069db5d49110d7c1c5f06a421937dc569be6ed570b0,18885550100,voice,SUPPORT-Q,2026-08-01 20:06:00 UTC,0,0,ABANDONED,0
CALL-00000068,CUST-00068,AGT-0028,356ddf87f5568e02ff74a0e9f907497640026aa3c260bf5f260300d3fa5d34df,18885550200,voice,RETENTION-Q,2026-08-01 20:17:00 UTC,931,0,TRANSFER,65
CALL-00000069,CUST-00069,,ab6eaf2aa8fcea6f57ab6b85a976bb03921f89a68897c62a879d8b19713e647e,18005551234,chat,BILLING-Q,2026-08-01 20:28:00 UTC,0,0,VOICEMAIL,0
CALL-00000070,CUST-00070,AGT-0030,c6fa04e793ce519dfac2c3da085864377bc3b2471f94196d0ac91a1013b86a03,18005555678,callback,TECH-Q,2026-08-01 20:39:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000071,CUST-00071,AGT-0031,2fa3fb1556f00156c08319fb816be65a8c6784e524d0799ce77164b9a97db4aa,18885550100,voice,SALES-Q,2026-08-01 20:50:00 UTC,70,10,ANSWERED,80
CALL-00000072,CUST-00072,AGT-0032,f523ed57f2f2ea60a768c7e45744db0e3b384a9d24d82337e8e6b350eaaba193,18885550200,voice,SUPPORT-Q,2026-08-01 21:01:00 UTC,83,17,ANSWERED,85
CALL-00000073,CUST-00073,AGT-0033,345ac2d18ad1dd5c61e7bf029b8e13889195f5613d1730677d280928fbcf9a63,18005551234,voice,RETENTION-Q,2026-08-01 21:12:00 UTC,96,24,ANSWERED,0
CALL-00000074,CUST-00074,,8081d992594f8a652fc7a4cd2c69f96ce7ec72f70b430f972dd5ed41bba00379,18005555678,chat,BILLING-Q,2026-08-01 21:23:00 UTC,0,0,ABANDONED,0
CALL-00000075,CUST-00075,AGT-0035,0c320b915232b52737aaf574f3d421e0e3f2f909a8b172c837b34d9a62089984,18885550100,callback,TECH-Q,2026-08-01 21:34:00 UTC,122,0,TRANSFER,10
CALL-00000076,CUST-00076,,ba05bdfb6c40274b15b1a17286c21d645111bd50403825136f9a13a9ef8dbce5,18885550200,voice,SALES-Q,2026-08-01 21:45:00 UTC,0,0,VOICEMAIL,0
CALL-00000077,CUST-00077,AGT-0037,8a835b756d8860b66e1b5b4b8aa152b3d95f3c600cc0ef7b702e00e29a79455d,18005551234,voice,SUPPORT-Q,2026-08-01 21:56:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000078,CUST-00078,AGT-0038,39d5f0487d0ff89a72d3f958486f2f56bc828daedcf70a2a487ab52e381573fa,18005555678,voice,RETENTION-Q,2026-08-01 22:07:00 UTC,161,59,ANSWERED,25
CALL-00000079,CUST-00079,AGT-0039,62f3e7c1d22228541a2e506d3979023213e206afdd6f30d354da1c6cb6eb891a,18885550100,chat,BILLING-Q,2026-08-01 22:18:00 UTC,174,66,ANSWERED,30
CALL-00000080,CUST-00080,AGT-0040,bfd17a83e72a16397009ed6f7a5a654ac7de390a15b249c8c27df8f6375ef7ca,18885550200,callback,TECH-Q,2026-08-01 22:29:00 UTC,187,73,ANSWERED,35
CALL-00000081,CUST-00081,,e29b1d4fec75c82e7099126847bbc312e1af1ff8274f249c4002f4e330dda89c,18005551234,voice,SALES-Q,2026-08-01 22:40:00 UTC,0,0,ABANDONED,0
CALL-00000082,CUST-00082,AGT-0002,1821c2b7ca66a7ca7cdad9d0904d45de9dce9f5cfd17ae2b455fc40aa1b1d458,18005555678,voice,SUPPORT-Q,2026-08-01 22:51:00 UTC,213,0,TRANSFER,45
CALL-00000083,CUST-00083,,7576b3375593baf2b63ddb365191ff7500441107b8a2336feda5d0e07855d735,18885550100,voice,RETENTION-Q,2026-08-01 23:02:00 UTC,0,0,VOICEMAIL,0
CALL-00000084,CUST-00084,AGT-0004,9925d3bad4302b34249ce581a45e9f6c7bde35a3256ce682bad40e387ba32736,18885550200,chat,BILLING-Q,2026-08-01 23:13:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000085,CUST-00085,AGT-0005,7ab96ec894d4ffdac522eaeaa9e70b3a07bb8e0ea984b177f73d8df8f10ba16a,18005551234,callback,TECH-Q,2026-08-01 23:24:00 UTC,252,108,ANSWERED,60
CALL-00000086,CUST-00086,AGT-0006,e7f7c1aa5a19b8f395659197473337aa14198e858d7503f3fc014ec863f3a26f,18005555678,voice,SALES-Q,2026-08-01 23:35:00 UTC,265,115,ANSWERED,65
CALL-00000087,CUST-00087,AGT-0007,e2a639e3d77832815ba3b993b6f4e506b26df0bf9620b99da524a5cb2c23a627,18885550100,voice,SUPPORT-Q,2026-08-01 23:46:00 UTC,278,2,ANSWERED,70
CALL-00000088,CUST-00088,,872607bd0a389f8d3a0b6754ff27186260001d8bfd2639a1666f8d1926dba558,18885550200,voice,RETENTION-Q,2026-08-01 23:57:00 UTC,0,0,ABANDONED,0
CALL-00000089,CUST-00089,AGT-0009,78972703e4e9874ade1573cba33c0d21b1c299d58cb5a5e8ec5063c5aec59adf,18005551234,chat,BILLING-Q,2026-08-02 00:08:00 UTC,304,0,TRANSFER,80
CALL-00000090,CUST-00090,,1f10b007796169dc9109af6b063863c973eccf37389a517397d06f57c3118ff5,18005555678,callback,TECH-Q,2026-08-02 00:19:00 UTC,0,0,VOICEMAIL,0
CALL-00000091,CUST-00091,AGT-0011,6cca2cbb4ccf4ab6a994a6fd4f6e5de7dadec975d3e4b7b46ede22d55df62622,18885550100,voice,SALES-Q,2026-08-02 00:30:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000092,CUST-00092,AGT-0012,054b3b2c536464480456e179ae167492161f204ab6a46e421916786341ff9df9,18885550200,voice,SUPPORT-Q,2026-08-02 00:41:00 UTC,343,37,ANSWERED,5
CALL-00000093,CUST-00093,AGT-0013,70cafb7c0a669c22a6c5ed5ff20167e27b75d5c57292b731c3cae62149facedb,18005551234,voice,RETENTION-Q,2026-08-02 00:52:00 UTC,356,44,ANSWERED,10
CALL-00000094,CUST-00094,AGT-0014,ce6ed645c556b73eae34dee59640cc0984bc67eea6e1ed99e5d59749e66c8c94,18005555678,chat,BILLING-Q,2026-08-02 01:03:00 UTC,369,51,ANSWERED,15
CALL-00000095,CUST-00095,,5c75e54b24b3ca106197b1e711dcdd04c998282f383b56410aaf23f143937964,18885550100,callback,TECH-Q,2026-08-02 01:14:00 UTC,0,0,ABANDONED,0
CALL-00000096,CUST-00096,AGT-0016,9e49958c44b14f1ef7a8a971e9640a0c1fa071c93d6f7ce9677bea0c3df53963,18885550200,voice,SALES-Q,2026-08-02 01:25:00 UTC,395,0,TRANSFER,25
CALL-00000097,CUST-00097,,987358fd03844b8ba9aa1486ac8eadbc13640154dc411c01c7f363c4e1c4a75a,18005551234,voice,SUPPORT-Q,2026-08-02 01:36:00 UTC,0,0,VOICEMAIL,0
CALL-00000098,CUST-00098,AGT-0018,e8d95c30acd0419ea001f05fbfc0801b71b116b3e7d168f5f500d07572b10fb7,18005555678,voice,RETENTION-Q,2026-08-02 01:47:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000099,CUST-00099,AGT-0019,363e08fc36fccf05095a281c211a0a3c88bcbea627b7a90728cb250754efadb6,18885550100,chat,BILLING-Q,2026-08-02 01:58:00 UTC,434,86,ANSWERED,40
CALL-00000100,CUST-00100,AGT-0020,cfbcff019152aa35dbc7323a911ae1c60b14fd793487cf3cbaed81e26d92e6bb,18885550200,callback,TECH-Q,2026-08-02 02:09:00 UTC,447,93,ANSWERED,45
CALL-00000101,CUST-00101,AGT-0021,6d0412da75f8786e6ea6ad1e0900b39efa177574459e31d82ed0e8ce79516057,18005551234,voice,SALES-Q,2026-08-02 02:20:00 UTC,460,100,ANSWERED,50
CALL-00000102,CUST-00102,,455439620ea5ca2164638675d91650f3e1638a11e199c2dcb1090c495aa4f398,18005555678,voice,SUPPORT-Q,2026-08-02 02:31:00 UTC,0,0,ABANDONED,0
CALL-00000103,CUST-00103,AGT-0023,50eff2815503600f73fb171ce27b3f2ed3b714bda0ee597a73bca527324e9015,18885550100,voice,RETENTION-Q,2026-08-02 02:42:00 UTC,486,0,TRANSFER,60
CALL-00000104,CUST-00104,,186e6192e1b4ffa6e44628dc6430ed865c4b721c3eee1e4fc11d1e4912dab4f0,18885550200,chat,BILLING-Q,2026-08-02 02:53:00 UTC,0,0,VOICEMAIL,0
CALL-00000105,CUST-00105,AGT-0025,83846af26f416001c890d1511d79d5f6dfea31a26f9877916af1671c4b31996f,18005551234,callback,TECH-Q,2026-08-02 03:04:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000106,CUST-00106,AGT-0026,b158ad8379de5a04fdc3de85d61f6ba67221f5ddd6c232d3d1820082907dddba,18005555678,voice,SALES-Q,2026-08-02 03:15:00 UTC,525,15,ANSWERED,75
CALL-00000107,CUST-00107,AGT-0027,62c4d8ffd6b29eaddb8c9edce3987703b33e5c644a3120d98f7ad4c02e89699f,18885550100,voice,SUPPORT-Q,2026-08-02 03:26:00 UTC,538,22,ANSWERED,80
CALL-00000108,CUST-00108,AGT-0028,7b9f00ce17b5a81c4f9e44c574710b9567b0a7589ebc01925e2233fb7e8c672e,18885550200,voice,RETENTION-Q,2026-08-02 03:37:00 UTC,551,29,ANSWERED,85
CALL-00000109,CUST-00109,,9712a02ccae68c41f24be89c93ab0d5831c10d66e0a0d962a8b9e64ade2c1399,18005551234,chat,BILLING-Q,2026-08-02 03:48:00 UTC,0,0,ABANDONED,0
CALL-00000110,CUST-00110,AGT-0030,4f7e3daa6694654a0f721b3322dddac63889ae0e62282d3b8af5b9a11a638ec4,18005555678,callback,TECH-Q,2026-08-02 03:59:00 UTC,577,0,TRANSFER,5
CALL-00000111,CUST-00111,,b5909db0425f24917a4db86fe340c042f420a4d5a376faa035fdb141ef2adca2,18885550100,voice,SALES-Q,2026-08-02 04:10:00 UTC,0,0,VOICEMAIL,0
CALL-00000112,CUST-00112,AGT-0032,6cee6cacf44656dc0d645526ac219ff7f16d19c7add26fc3818f54f98c384a72,18885550200,voice,SUPPORT-Q,2026-08-02 04:21:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000113,CUST-00113,AGT-0033,14e8b70d8a8cc00e9a8f95c7c2987df6a1d14d6f7ff45cc39211bea8638123e1,18005551234,voice,RETENTION-Q,2026-08-02 04:32:00 UTC,616,64,ANSWERED,20
CALL-00000114,CUST-00114,AGT-0034,68fb42e3e395dec7ff3808012a3095c4bb544e0ba83d07e1b34e1c6081a581d1,18005555678,chat,BILLING-Q,2026-08-02 04:43:00 UTC,629,71,ANSWERED,25
CALL-00000115,CUST-00115,AGT-0035,a26b38b1891c453aa9cdb65f7745b644230d3fb7cdd0efc1cc308dc98d3eb03b,18885550100,callback,TECH-Q,2026-08-02 04:54:00 UTC,642,78,ANSWERED,30
CALL-00000116,CUST-00116,,1bb89bd4dd7157528285dfbc717e02c1a09598a7a017ad58c68dd1599ad25b77,18885550200,voice,SALES-Q,2026-08-02 05:05:00 UTC,0,0,ABANDONED,0
CALL-00000117,CUST-00117,AGT-0037,176df913ce156b1e03fbea7548a8e0c92abf3db7c5a8d716c223c8ea96347c96,18005551234,voice,SUPPORT-Q,2026-08-02 05:16:00 UTC,668,0,TRANSFER,40
CALL-00000118,CUST-00118,,0bfd1bdf2379391e9bce4a8e9c8e89e2d70d98be35408db24b0d152a7749dd78,18005555678,voice,RETENTION-Q,2026-08-02 05:27:00 UTC,0,0,VOICEMAIL,0
CALL-00000119,CUST-00119,AGT-0039,eb8871d1e525ec16aa6e0ee55913896b5cc84e26b278b1cd8c09766b0833729c,18885550100,chat,BILLING-Q,2026-08-02 05:38:00 UTC,0,0,CALLBACK_SCHEDULED,0
CALL-00000120,CUST-00120,AGT-0040,80518fdd63ce3ef105e500c97a874e7ba17f69e77bf9378c012acd68994b0c40,18885550200,callback,TECH-Q,2026-08-02 05:49:00 UTC,707,113,ANSWERED,55
CALL-00000121,CUST-00121,AGT-0001,79e06febd283750c7f22a0067241f7c79d8cf06376c0f8b75d05aa116e2de68b,18005551234,voice,SALES-Q,2026-08-02 06:00:00 UTC,720,0,ANSWERED,60
CALL-00000122,CUST-00122,AGT-0002,3d4d1e401367e348633f819504008caec891d46138a8480a8205044f821f2e59,18005555678,voice,SUPPORT-Q,2026-08-02 06:11:00 UTC,733,7,ANSWERED,65
CALL-00000123,CUST-00123,,89493d2ed5a91e4117640886430404ecc8c5cecb8cf69529a91951692613e164,18885550100,voice,RETENTION-Q,2026-08-02 06:22:00 UTC,0,0,ABANDONED,0
CALL-00000124,CUST-00124,AGT-0004,bab4ee3120172d5df113068239952d8945cd22a4e5e5fb3ec73a3d0100d7962c,18885550200,chat,BILLING-Q,2026-08-02 06:33:00 UTC,759,0,TRANSFER,75
CALL-00000125,CUST-00125,,6cccb893d766cb16d4921205d78dcc4dc462ea7873595d4758cacace27c4af79,18005551234,callback,TECH-Q,2026-08-02 06:44:00 UTC,0,0,VOICEMAIL,0
